PDB_ID,peptide_chain_ID,peptide_length,number_of_atoms_in_peptide,protein_chain_ID,number_of_atoms_in_protein,number_of_atom_contacts_between_peptide_and_protein,unknown,noncanonical_peptide,resolution,molecular_type
4f0z,C,30,241,A,2902,124,0,1,1.7,prot
4f1a,A,21,162,B,241,107,0,0,1.8,prot
4f1a,B,30,241,A,162,115,0,0,1.8,prot
4f1b,A,21,163,B,241,106,1,0,1.59,prot
4f1b,B,30,241,A,163,114,1,0,1.59,prot
4f1c,A,21,163,B,241,108,0,0,1.7,prot
4f1c,B,30,241,A,163,118,0,0,1.7,prot
4f1d,A,21,162,B,242,105,2,0,1.64,prot
4f1d,B,30,242,A,162,114,2,0,1.64,prot
4f1f,A,21,162,B,241,107,1,0,1.68,prot
4f1f,B,30,241,A,162,115,1,0,1.68,prot
4f1g,A,21,162,B,241,105,2,0,1.64,prot
4f1g,B,30,241,A,162,115,2,0,1.64,prot
4f4t,A,21,162,B,242,105,0,0,1.64,prot
4f4t,B,30,242,A,162,118,0,0,1.64,prot
4f4v,A,21,163,B,241,107,0,0,1.64,prot
4f4v,B,30,241,A,163,118,0,0,1.64,prot
4f51,A,21,163,B,241,105,0,0,1.64,prot
4f51,B,30,241,A,163,117,0,0,1.64,prot
4f8f,A,21,162,B,241,106,0,0,1.68,prot
4f8f,B,30,241,A,162,117,0,0,1.68,prot
4fa7,C,31,241,A,4298,112,0,1,2.5,prot
4faa,C,31,241,A,4203,110,0,1,2.8,prot
4fby,K,37,293,C,3444,96,0,0,6.56,prot
4fby,M,34,267,L,304,105,0,0,6.56,prot
4fby,T,32,275,L,304,79,0,0,6.56,prot
4fby,y,28,201,Z,479,45,0,0,6.56,prot
4fby,F,35,282,E,666,92,0,0,6.56,prot
4fdd,B,20,169,A,6652,122,0,0,2.3,prot
4fe1,M,31,241,B,5879,120,0,0,4.92,prot
4fe1,X,29,233,B,5879,49,0,1,4.92,prot
4fe1,I,38,301,B,5879,105,0,0,4.92,prot
4fe1,J,41,338,F,1065,92,0,0,4.92,prot
4fg3,A,21,163,B,241,108,0,0,2,prot
4fg3,B,30,241,A,163,115,0,0,2,prot
4fj3,P,14,120,A,1738,51,0,1,1.95,prot
4fka,A,21,163,B,242,98,0,0,1.08,prot
4fka,B,30,242,A,163,123,0,1,1.08,prot
4fln,E,20,109,B,3517,79,0,0,2.8,prot
4fq3,B,19,166,A,6610,118,0,0,3,prot
4ftg,E,16,130,B,733,42,0,1,2.51,prot
4fu4,C,26,220,A,2995,117,0,1,2.85,prot
4fvl,C,14,131,A,2995,92,0,1,2.44,prot
4fwf,E,13,83,A,5654,77,0,0,2.7,prot
4fz0,M,37,293,C,3193,87,0,0,2.8,prot
4fz1,D,35,256,A,2919,63,0,0,3.36,prot
4g0d,W,19,171,A,2995,110,0,0,2.54,prot
4g1a,A,26,190,B,177,68,0,0,1.85,prot
4g2v,B,17,129,A,2448,109,0,1,2.4,prot
4g35,B,21,152,A,1050,82,0,1,2,prot
4g3b,A,26,240,B,242,89,0,1,1.19,prot
4g4l,A,23,203,B,226,72,0,1,1.54,prot
4g4m,A,25,232,B,236,96,0,1,1.48,prot
4g5o,E,22,177,A,2550,126,0,0,2.9,prot
4g5q,E,21,175,A,2542,130,0,0,2.9,prot
4g5r,E,21,179,A,2432,113,0,0,3.48,prot
4g5s,E,22,173,A,2397,100,0,0,3.62,prot
4g6f,P,29,268,H,1763,91,0,0,2.1,prot
4g70,C,31,237,A,4346,113,0,1,2.6,prot
4g71,C,31,241,A,4343,114,0,1,2.9,prot
4g72,C,31,241,A,4287,115,0,1,3.19,prot
4g7q,C,32,246,A,4340,111,0,1,2.6,prot
4g7r,C,31,241,A,4312,115,0,1,3.05,prot
4g7s,C,31,241,A,4359,115,0,1,2,prot
4g9j,C,13,98,A,2348,72,0,0,3.1,prot
4gba,F,9,67,A,1605,45,0,1,2.4,prot
4gbc,A,21,162,B,235,61,0,0,1.78,prot
4gbc,B,29,235,D,243,99,0,0,1.78,prot
4gbi,A,21,162,B,235,60,1,0,2.5,prot
4gbi,B,29,235,D,243,100,1,0,2.5,prot
4gbk,A,21,162,B,235,60,1,0,2.4,prot
4gbk,B,29,235,D,243,101,1,0,2.4,prot
4gbl,A,21,162,B,235,59,0,0,2.5,prot
4gbl,B,29,235,D,243,96,0,0,2.5,prot
4gbn,A,21,162,B,235,65,1,0,1.87,prot
4gbn,B,29,235,D,243,99,1,0,1.87,prot
4gdk,C,34,311,B,2227,121,0,0,2.7,prot
4gdl,C,34,311,B,2211,119,0,0,2.88,prot
4gdo,A,42,337,B,331,121,0,0,1.7,prot
4gf3,B,28,211,A,960,99,0,0,1.9,prot
4ggd,C,7,56,A,2414,36,0,0,2.44,prot
4gh4,D,45,349,A,1494,93,0,0,3,prot
4ghu,B,14,105,A,1516,81,0,0,2.2,prot
4gmn,B,19,166,A,4285,125,0,0,2.95,prot
4gnt,B,21,196,A,1862,91,0,0,2.41,prot
4go6,A,41,320,B,1295,266,0,0,2.7,prot
4gp4,C,31,241,A,4361,108,0,0,2.8,prot
4gp5,C,31,241,A,4356,114,0,1,2.7,prot
4gp8,C,31,241,A,4162,109,0,1,2.8,prot
4gqb,C,9,54,A,4998,52,0,1,2.06,prot
4gu0,E,26,193,A,5919,144,0,0,3.1,prot
4gur,C,20,151,A,5818,108,0,0,2.51,prot
4gus,C,20,151,A,5904,112,0,0,2.23,prot
4gux,D,34,236,A,1629,92,0,0,1.8,prot
4gv5,A,42,338,B,338,52,0,0,1.7,prot
4gwq,H,25,184,B,2446,28,0,0,4.5,prot
4gxb,B,15,111,A,2115,80,0,0,1.8,prot
4gyx,A,28,182,B,180,137,0,1,1.49,prot
4h0l,E,32,248,H,230,53,1,0,3.25,prot
4h0l,G,37,283,A,1698,93,0,0,3.25,prot
4h0l,H,29,230,C,2200,93,0,0,3.25,prot
4h13,E,32,248,H,230,51,0,0,3.07,prot
4h13,F,31,234,H,230,73,0,0,3.07,prot
4h13,G,37,283,B,1249,83,0,0,3.07,prot
4h13,H,29,230,C,2216,90,0,0,3.07,prot
4h1w,B,31,265,A,7604,106,0,0,3.1,prot
4h25,C,22,174,A,1479,97,0,0,2.2,prot
4h3p,B,16,117,A,2741,73,0,0,2.3,prot
4h44,E,31,227,H,227,56,0,0,2.7,prot
4h44,F,32,231,H,227,71,0,0,2.7,prot
4h44,G,37,281,A,1715,95,0,0,2.7,prot
4h44,H,29,227,C,2195,90,0,0,2.7,prot
4h62,K,19,151,Q,2214,68,0,1,3,prot
4h62,V,22,179,Q,2214,71,0,0,3,prot
4h6s,A,31,248,B,2027,128,0,0,2.19,prot
4h7r,A,33,241,B,241,92,0,1,1.33,prot
4h8f,A,33,239,B,239,97,0,1,1.88,prot
4h8g,A,30,223,H,223,80,0,1,1.7,prot
4h8l,A,27,204,B,204,86,1,1,1.75,prot
4h8m,A,31,230,B,216,86,0,1,1.43,prot
4h8o,A,32,227,E,227,95,0,1,1.6,prot
4hdq,C,5,41,A,2536,38,0,0,1.95,prot
4hee,Y,16,134,X,2009,72,0,0,2.5,prot
4hfp,A,29,239,B,2078,128,0,0,2.4,prot
4hix,A,6,54,H,1635,38,0,0,2.2,prot
4hjb,C,31,253,A,255,98,0,1,1.25,prot
4hjd,A,33,268,B,267,101,0,1,1.7,prot
4hkc,B,8,76,A,1819,57,0,1,2.2,prot
4hki,C,47,373,A,1296,299,0,1,2.15,prot
4hkk,B,47,373,A,1305,307,0,1,1.95,prot
4hkn,C,47,373,A,1305,307,0,1,2.05,prot
4hl5,C,47,373,A,1296,294,0,1,2.2,prot
4hlf,C,47,373,A,1296,300,0,1,2.15,prot
4hlg,C,47,373,A,1296,302,0,1,2,prot
4hlh,C,47,373,A,1296,301,0,1,1.75,prot
4hlk,C,47,373,A,1296,300,0,1,2,prot
4hlm,C,47,373,A,1296,302,0,1,1.95,prot
4hmh,C,47,373,A,1296,296,0,1,2.3,prot
4hnj,C,22,178,A,1125,101,0,0,2.9,prot
4hpt,I,19,150,E,2758,107,0,1,2.15,prot
4hpu,I,19,150,E,2786,105,0,1,1.55,prot
4hr6,A,41,327,B,1634,188,0,0,2.25,prot
4hsu,C,26,193,A,5837,143,0,0,1.99,prot
4htc,L,33,253,H,2069,124,0,0,2.3,prot
4htv,B,7,79,A,3253,74,0,0,3,prot
4hu5,A,34,263,B,247,115,0,1,2.3,prot
4hu6,A,33,273,B,262,123,0,1,2.3,prot
4i2l,C,42,344,D,327,52,0,1,1.43,prot
4i2l,D,37,327,C,344,56,0,1,1.43,prot
4i5y,A,21,160,B,240,97,0,0,1.8,prot
4i5y,B,30,240,A,160,107,0,0,1.8,prot
4i5z,A,21,160,B,240,98,0,0,1.8,prot
4i5z,B,30,240,A,160,109,0,0,1.8,prot
4i7z,E,28,215,H,222,54,0,0,2.8,prot
4i7z,F,31,234,H,222,74,0,0,2.8,prot
4i7z,G,35,268,A,1698,87,0,0,2.8,prot
4iac,S,20,155,A,2781,110,0,0,2.15,prot
4iad,S,20,159,A,2787,111,0,1,1.9,prot
4iaf,S,20,159,A,2781,110,0,1,2.2,prot
4iai,S,20,159,A,2781,113,0,1,1.55,prot
4iak,S,20,159,A,2787,108,0,1,1.6,prot
4iay,S,20,159,A,2781,112,0,1,2,prot
4iaz,S,20,159,A,2787,113,0,1,1.85,prot
4ib0,S,20,159,A,2787,112,0,1,1.87,prot
4ib1,S,20,159,A,2796,112,0,1,1.63,prot
4ib3,S,20,159,A,2804,113,0,1,2.2,prot
4icg,B,44,337,A,342,189,0,1,2.92,prot
4idw,A,21,160,B,240,85,0,0,-1,prot
4idw,B,30,240,A,160,108,0,1,-1,prot
4ie9,I,20,157,A,2786,109,0,0,1.92,prot
4if6,B,26,212,A,2209,91,0,0,2.25,prot
4ig9,B,21,175,A,2141,93,0,0,2.64,prot
4iga,B,16,127,A,886,51,0,0,1.73,prot
4ihl,P,17,139,B,1799,63,0,1,2.2,prot
4ihn,A,21,160,B,240,97,0,0,1.16,prot
4ihn,B,30,240,A,160,110,0,0,1.16,prot
4ij9,I,18,138,A,2778,92,0,0,2.55,prot
4ika,D,20,144,A,3700,67,0,0,2.7,prot
4il6,K,37,293,C,3486,97,0,0,2.1,prot
4il6,M,34,269,L,304,103,0,1,2.1,prot
4il6,T,31,267,L,304,76,0,1,2.1,prot
4il6,Y,30,224,K,293,52,0,0,2.1,prot
4il6,X,40,296,D,2726,68,0,0,2.1,prot
4il6,I,36,296,A,2620,112,0,1,2.1,prot
4ins,A,21,163,B,240,98,1,0,1.5,prot
4ins,B,30,240,A,163,117,1,1,1.5,prot
4isr,D,16,138,A,3386,68,0,0,2.59,prot
4iuz,A,21,163,B,239,98,2,0,1.6,prot
4iuz,B,30,239,A,163,110,2,1,1.6,prot
4ixq,K,37,293,C,3444,98,0,0,5.7,prot
4ixq,M,34,267,L,304,107,0,0,5.7,prot
4ixq,T,32,275,L,304,83,0,0,5.7,prot
4ixq,y,28,201,Z,479,47,0,0,5.7,prot
4ixq,F,35,282,E,666,90,0,0,5.7,prot
4ixr,K,37,293,C,3444,99,0,0,5.9,prot
4ixr,M,34,267,L,304,108,0,0,5.9,prot
4ixr,T,32,275,L,304,81,0,0,5.9,prot
4ixr,y,28,201,Z,479,48,0,0,5.9,prot
4ixr,F,35,282,E,666,89,0,0,5.9,prot
4iyd,A,21,159,B,220,87,0,0,1.66,prot
4iyd,B,29,220,A,159,99,0,0,1.66,prot
4iyf,A,21,159,B,214,88,0,0,1.8,prot
4iyf,B,29,214,A,159,93,0,0,1.8,prot
4j1v,E,9,70,A,1376,56,0,0,1.95,prot
4j2j,D,15,125,A,937,88,0,0,2.5,prot
4j2l,C,25,208,A,937,89,0,0,3.15,prot
4j3h,A,42,354,B,321,58,0,1,1.5,prot
4j4a,A,27,218,C,208,73,0,0,1.65,prot
4j6s,E,7,58,A,1909,53,0,1,3.08,prot
4j8c,A,44,358,B,362,123,0,0,1.1,prot
4jaa,S,16,109,A,2648,80,0,1,2.39,prot
4jhj,C,19,139,A,1760,68,0,0,3.25,prot
4jhk,C,22,179,A,1729,78,0,0,2.51,prot
4jif,B,19,154,A,1021,103,0,0,1.7,prot
4jlq,B,7,57,A,6676,46,0,0,3.05,prot
4jmr,F,17,142,B,1410,78,0,0,2.9,prot
4jnu,A,40,332,D,332,103,0,0,1.45,prot
4jnv,A,31,259,D,257,91,0,0,1.85,prot
4jo1,P,10,74,H,1551,48,0,0,2.03,prot
4jo2,P,10,75,H,1494,43,0,0,2.5,prot
4jo6,Y,25,194,A,896,98,0,0,1.75,prot
4jo7,B,40,333,A,704,134,0,0,1.75,prot
4jo9,A,38,315,B,706,88,0,0,2.5,prot
4jol,E,11,76,C,528,44,0,0,2.91,prot
4jqi,V,21,163,A,2698,128,0,1,2.6,prot
4js0,B,29,202,A,1392,130,0,0,1.9,prot
4jwe,C,9,80,A,1618,10,0,0,1.95,prot
4jxt,B,11,90,A,1042,69,0,1,1.9,prot
4jzw,M,28,209,G,2662,78,0,1,1.78,prot
4jzz,R,28,209,A,2634,75,0,1,1.49,prot
4k0a,R,28,208,A,2638,72,0,1,2.13,prot
4ka2,R,28,209,A,2632,74,0,1,1.79,prot
4ka3,B,8,57,A,2742,39,0,0,2.71,prot
4kp3,E,14,121,A,2900,82,0,0,2.4,prot
4kt0,J,40,319,F,1099,78,0,0,2.8,prot
4kt0,M,30,214,B,5765,92,0,0,2.8,prot
4kvt,A,31,226,C,226,93,0,1,1.6,prot
4kvu,A,30,220,B,224,80,0,1,1.8,prot
4kvv,A,30,224,C,210,90,0,1,1.9,prot
4kxq,B,26,212,A,2214,93,0,0,1.85,prot
4kzl,C,47,373,A,1296,301,0,1,2,prot
4kzq,C,47,373,A,1296,296,0,0,2.25,prot
4kzu,C,47,373,A,1296,298,0,1,2.1,prot
4l09,C,47,373,A,1296,301,0,1,2.05,prot
4l0b,C,47,373,A,1296,301,0,1,1.8,prot
4l0i,C,47,373,A,1296,296,0,0,2.3,prot
4l0s,C,47,373,A,1296,302,0,1,1.9,prot
4l0t,C,47,373,A,1296,301,0,1,2.1,prot
4l0v,C,47,373,A,1296,301,0,1,1.7,prot
4l10,C,47,373,A,1296,302,0,1,1.7,prot
4l2f,C,47,373,A,1296,302,0,1,2.05,prot
4l2g,C,47,373,A,1296,301,0,1,2.05,prot
4l2k,C,47,373,A,1296,301,0,1,2.1,prot
4l31,C,47,373,A,1296,301,0,1,2,prot
4l32,C,47,373,A,1296,301,0,1,1.85,prot
4l33,C,47,373,A,1296,301,0,1,2.1,prot
4l34,C,47,373,A,1296,302,0,1,1.8,prot
4l6v,M,31,235,B,5765,119,0,0,3.8,prot
4laj,K,28,209,J,2636,73,0,1,2.14,prot
4lb1,D,30,225,E,225,69,0,0,2,prot
4lb7,D,30,219,E,219,69,0,0,1.9,prot
4lbf,A,30,232,D,232,51,0,0,1.7,prot
4lcd,C,8,51,A,3389,31,0,0,3.1,prot
4lgd,E,47,407,A,2825,170,0,0,3.05,prot
4lk9,B,13,94,A,971,67,0,0,1.6,prot
4lka,B,12,93,A,968,65,0,1,1.61,prot
4lku,A,29,227,E,189,77,0,0,1.45,prot
4llb,C,15,111,A,950,78,0,1,2.5,prot
4loo,B,21,155,A,2758,101,0,0,1.95,prot
4loq,M,18,134,A,2819,97,0,0,2.32,prot
4lor,B,23,147,C,147,114,0,1,2.5,prot
4loy,L,27,223,H,2026,128,0,0,1.77,prot
4lpz,C,31,249,D,245,87,0,0,3.15,prot
4lx2,B,12,89,A,2877,68,0,0,1.5,prot
4lx3,B,36,290,A,824,258,0,1,1.5,prot
4lxb,L,27,222,H,2025,127,0,0,1.61,prot
4lzx,B,37,297,A,1144,150,0,0,1.5,prot
4m1c,G,10,84,A,7779,65,0,0,3.5,prot
4m1z,C,10,78,A,2288,58,0,0,2.25,prot
4m38,E,4,25,A,2597,24,0,0,2.2,prot
4m4f,A,21,160,B,223,86,0,0,1.9,prot
4m4f,B,28,223,A,160,111,0,1,1.9,prot
4m4h,A,21,160,B,234,95,0,0,1.9,prot
4m4h,B,29,234,A,160,120,0,1,1.9,prot
4m4i,A,21,160,B,234,96,0,0,1.9,prot
4m4i,B,29,234,A,160,121,0,1,1.9,prot
4m4j,A,21,160,B,223,89,0,0,1.9,prot
4m4j,B,28,223,A,160,117,0,1,1.9,prot
4m4l,A,21,160,B,240,94,0,0,1.45,prot
4m4l,B,30,240,A,160,122,0,1,1.45,prot
4m4m,A,21,160,B,240,95,0,0,1.5,prot
4m4m,B,30,240,A,160,120,0,1,1.5,prot
4mi8,C,20,162,A,1099,87,0,0,2.1,prot
4mjt,J,9,72,A,1871,63,0,0,2.85,prot
4mkq,C,9,72,A,1354,66,0,0,2.65,prot
4mlf,A,32,253,B,2093,130,0,0,2.2,prot
4mn8,C,21,153,A,5813,108,0,1,3.06,prot
4mon,A,44,373,B,411,164,0,0,2.3,prot
4moy,B,35,279,A,2306,174,0,0,2.2,prot
4mp0,B,30,249,A,2327,176,0,0,2.1,prot
4mqv,B,26,214,A,509,73,0,0,1.95,prot
4mvi,B,13,102,A,1394,76,0,0,1.7,prot
4mvl,E,11,84,A,1394,71,0,0,2.3,prot
4mzg,A,9,76,B,1589,46,0,1,1.7,prot
4n1a,G,7,56,A,4298,31,0,0,3.24,prot
4n3a,B,12,80,A,5508,74,0,0,1.88,prot
4n3b,B,20,140,A,5508,116,0,0,2.17,prot
4n3c,B,20,140,A,5508,118,0,0,2.55,prot
4n3l,L,26,214,H,2003,131,0,0,0,
4n3y,A,35,293,C,667,96,0,0,2.2,prot
4n4f,C,6,41,A,1573,35,0,1,1.83,prot
4n4h,B,11,77,A,1579,59,0,1,2.3,prot
4n4i,B,11,78,A,1611,65,0,1,2,prot
4n4y,C,31,241,A,4350,111,0,1,2.9,prot
4n7h,A,33,279,B,67,68,0,0,1.7,prot
4n8c,X,15,122,L,1708,52,0,0,1.6,prot
4naw,C,34,311,B,2218,116,0,0,2.19,prot
4naw,D,13,101,A,704,52,0,0,2.19,prot
4ncv,A,28,222,B,222,76,0,1,1.2,prot
4ncw,A,25,202,C,194,53,0,0,1.3,prot
4nf9,C,9,88,A,1785,59,0,0,2.8,prot
4nge,B,9,77,A,7896,76,1,0,2.7,prot
4nib,A,21,163,B,244,94,0,0,1.4,prot
4nib,B,30,244,A,163,109,0,1,1.4,prot
4niq,C,22,180,A,637,105,0,0,2.3,prot
4niz,A,31,246,B,267,114,0,1,2,prot
4nj0,A,32,251,B,278,106,0,1,1.9,prot
4nj1,A,32,255,B,264,113,0,1,2,prot
4nj2,A,33,250,B,263,123,0,0,2.2,prot
4nm0,B,21,165,A,2769,86,0,0,2.5,prot
4nm3,B,19,153,A,2801,84,0,0,2.1,prot
4nm5,B,19,155,A,2818,83,0,0,2.3,prot
4nm7,B,19,155,A,2774,82,0,0,2.3,prot
4nqs,D,34,291,A,1668,83,0,0,2.64,prot
4nr1,S,15,103,A,2688,72,0,1,2.68,prot
4nu1,B,19,149,A,2786,83,0,0,2.5,prot
4nuu,C,12,106,A,2346,66,0,0,1.95,prot
4nuv,C,12,106,A,2417,72,0,0,2.6,prot
4nze,L,26,214,H,2025,128,0,0,0,
4o21,S,20,159,A,2781,110,0,1,1.95,prot
4o22,S,20,155,A,2796,109,0,0,1.7,prot
4oga,A,21,162,B,165,53,0,0,3.5,prot
4ogq,E,31,228,H,228,54,0,0,2.5,prot
4ogq,F,32,231,H,228,70,0,0,2.5,prot
4ogq,G,37,282,A,1708,93,0,0,2.5,prot
4ogq,H,29,228,C,2137,90,0,0,2.5,prot
4oih,B,13,111,A,3244,101,0,0,2.1,prot
4ojk,C,37,271,A,1364,81,0,0,2.66,prot
4ong,P,5,44,H,1589,33,1,0,2.2,prot
4oo6,B,8,75,A,6660,57,0,0,2.7,prot
4or5,C,48,375,B,2094,195,0,0,2.9,prot
4or5,E,38,308,B,2094,179,0,1,2.9,prot
4owf,G,29,223,B,722,44,0,1,2,prot
4owi,A,33,274,B,274,99,0,0,1.2,prot
4oxm,A,40,327,B,310,97,0,1,1.9,prot
4p2o,P,20,133,A,1431,101,0,0,2.6,prot
4p3w,G,15,113,A,1269,96,0,0,2,prot
4p5h,1,9,60,L,2208,37,0,0,3.38,prot
4p65,A,21,163,B,218,59,0,0,1.5,prot
4p65,B,27,218,D,225,92,0,1,1.5,prot
4p67,A,39,326,B,309,100,0,1,1.9,prot
4p6j,A,26,211,B,211,83,0,1,2.8,prot
4p6l,A,26,211,B,211,72,0,1,2.8,prot
4p6z,T,11,93,M,3362,88,0,0,3,prot
4pas,A,35,301,B,313,131,0,0,1.62,prot
4pas,B,39,313,A,301,126,0,0,1.62,prot
4pbu,K,37,293,C,3486,94,0,0,5,prot
4pbu,M,34,267,L,304,107,0,0,5,prot
4pbu,T,30,256,L,304,76,0,0,5,prot
4pbu,Y,29,215,K,293,51,0,0,5,prot
4pbu,X,39,287,D,2726,75,0,0,5,prot
4pbu,I,38,312,A,2620,115,0,0,5,prot
4pby,C,12,102,A,3068,68,0,0,2.5,prot
4pbz,B,22,178,A,3081,98,0,0,2.15,prot
4pc0,C,20,158,A,3197,85,0,0,2.5,prot
4phz,D,19,95,C,1742,43,0,0,2.59,prot
4pi0,D,19,95,C,1765,50,0,0,3.15,prot
4pi2,D,19,95,C,1870,52,0,0,3.33,prot
4pj0,K,36,284,C,3466,87,0,0,2.44,prot
4pj0,M,32,249,L,296,104,0,0,2.44,prot
4pj0,T,29,249,L,296,72,0,0,2.44,prot
4pj0,X,37,270,D,2706,62,0,0,2.44,prot
4pj0,R,34,273,E,661,80,0,0,2.44,prot
4pj0,F,33,269,E,661,90,0,0,2.44,prot
4pn8,A,31,256,E,256,96,0,1,2,prot
4pn9,A,30,226,F,225,84,0,1,2.2,prot
4pna,A,31,228,C,228,96,0,1,2.1,prot
4pnb,A,31,231,B,232,75,0,1,2.05,prot
4pnd,A,31,247,B,243,83,0,1,1.75,prot
4po6,B,19,151,A,3804,120,0,0,1.99,prot
4psw,C,38,289,B,2907,95,0,0,2.1,prot
4psx,C,39,294,B,2868,98,0,0,2.51,prot
4pv1,E,28,215,H,222,57,0,0,3,prot
4pv1,F,31,234,H,222,73,0,0,3,prot
4pv1,G,37,283,A,1698,88,0,0,3,prot
4pvz,C,35,282,A,3278,171,0,0,2.5,prot
4q0x,E,9,69,H,1646,43,0,0,2.9,prot
4q5u,C,24,197,A,1143,136,0,0,1.95,prot
4qae,P,25,187,A,1391,98,0,0,2.1,prot
4qfq,B,35,282,A,822,250,0,0,2.04,prot
4qiw,P,42,329,B,8536,100,0,1,3.5,prot
4qlb,G,34,273,C,5191,131,0,0,2.6,prot
4qmg,F,13,111,A,2468,88,0,0,2.7,prot
4qoy,E,46,365,A,6824,59,0,0,2.8,prot
4qve,B,28,216,A,1106,115,0,1,2.05,prot
4qvf,B,21,181,A,1146,123,0,0,1.53,prot
4r1r,D,16,129,A,5836,96,0,0,3.2,prot
4r32,B,11,61,A,945,30,0,0,3.5,prot
4r4f,R,28,209,A,2669,78,0,1,3.51,prot
4r4l,A,47,366,B,388,155,0,0,2.25,prot
4r4m,A,47,371,B,397,157,0,0,1.92,prot
4r4n,a,28,209,A,2588,71,0,1,3.56,prot
4r8t,A,21,171,B,1059,126,0,0,2.13,prot
4rbw,A,32,250,D,250,52,0,0,1.5,prot
4rey,B,22,181,A,1517,128,0,0,1.96,prot
4rfn,M,28,201,G,2648,66,0,1,3.21,prot
4rfo,N,28,209,G,2640,72,0,1,3.2,prot
4rg6,S,35,274,A,3623,119,0,0,3.3,prot
4rg9,S,35,276,A,3607,113,0,1,3.25,prot
4riq,C,24,186,L,175,65,0,0,2.23,prot
4rjf,B,21,176,A,1939,146,0,0,2.01,prot
4rkj,A,32,253,B,2040,132,0,0,1.7,prot
4rko,A,40,326,B,2026,176,0,0,1.84,prot
4rku,J,40,316,F,1196,71,0,0,3,prot
4rku,I,26,197,B,5834,40,0,0,3,prot
4rof,A,36,298,C,74,68,0,0,2.03,prot
4rs9,B,19,155,A,1338,61,0,0,1.95,prot
4rt4,E,21,178,A,397,54,0,0,2,prot
4ru2,B,9,82,A,858,54,0,0,2.2,prot
4rvy,K,37,293,C,3486,97,0,0,5.5,prot
4rvy,M,34,267,L,304,104,3,0,5.5,prot
4rvy,T,30,256,L,304,78,0,0,5.5,prot
4rvy,X,39,287,D,2726,71,0,0,5.5,prot
4rvy,Y,29,215,K,293,50,0,0,5.5,prot
4rvy,I,38,312,A,2620,108,0,0,5.5,prot
4rwf,B,19,142,A,4398,111,0,1,1.76,prot
4rxw,A,21,162,B,241,95,1,0,1.73,prot
4rxw,B,30,241,A,162,116,1,1,1.73,prot
4s1x,A,38,324,B,310,85,0,1,1.9,prot
4thn,L,36,287,H,2053,154,1,0,2.5,prot
4thn,I,14,134,H,2053,92,0,1,2.5,prot
4tl1,A,35,270,B,269,118,0,1,1.8,prot
4tnh,K,37,293,C,3444,98,0,0,4.9,prot
4tnh,M,34,267,L,304,107,0,0,4.9,prot
4tnh,T,32,275,L,304,79,0,0,4.9,prot
4tnh,y,28,201,Z,479,45,0,0,4.9,prot
4tnh,F,35,282,E,666,88,0,0,4.9,prot
4tni,K,37,293,C,3444,98,0,0,4.6,prot
4tni,M,34,267,L,304,106,0,0,4.6,prot
4tni,T,32,275,L,304,79,0,0,4.6,prot
4tni,y,28,201,Z,479,44,0,0,4.6,prot
4tni,F,35,282,E,666,88,0,0,4.6,prot
4tnj,K,37,293,C,3444,97,0,0,4.5,prot
4tnj,M,34,267,L,304,107,0,0,4.5,prot
4tnj,T,32,275,L,304,78,0,0,4.5,prot
4tnj,y,28,201,Z,479,44,0,0,4.5,prot
4tnj,F,35,282,E,666,88,0,0,4.5,prot
4tnk,K,37,293,C,3444,98,0,0,5.2,prot
4tnk,M,34,267,L,304,106,0,0,5.2,prot
4tnk,T,32,275,L,304,79,0,0,5.2,prot
4tnk,y,28,201,Z,479,46,0,0,5.2,prot
4tnk,F,35,282,E,666,90,0,0,5.2,prot
4tq1,B,32,285,A,2140,130,0,0,1.8,prot
4txq,C,13,104,A,1295,56,0,0,2.21,prot
4txr,B,15,123,A,1289,62,0,0,1,prot
4tzl,C,14,103,A,1824,88,0,0,2.54,prot
4tzo,B,14,104,A,1884,91,0,0,2.4,prot
4tzs,C,17,129,A,1825,109,0,0,2.55,prot
4u1e,B,47,396,I,2606,115,0,0,2,prot
4u5t,A,37,294,B,294,108,0,0,3.3,prot
4u7e,A,14,117,B,1280,55,0,0,1.6,prot
4u7i,B,16,138,A,726,74,0,0,1.79,prot
4u7y,B,13,107,A,609,52,0,0,2.5,prot
4ub6,K,37,293,C,3486,94,0,0,1.95,prot
4ub6,M,34,269,L,304,103,0,1,1.95,prot
4ub6,T,30,258,L,304,81,0,1,1.95,prot
4ub6,Y,29,215,K,293,49,0,0,1.95,prot
4ub6,X,39,287,D,2726,66,0,0,1.95,prot
4ub6,I,38,314,A,2620,110,0,1,1.95,prot
4ub8,K,37,293,C,3486,97,0,0,1.95,prot
4ub8,M,34,269,L,304,101,0,1,1.95,prot
4ub8,T,30,258,L,304,76,0,1,1.95,prot
4ub8,Y,29,215,K,293,50,0,0,1.95,prot
4ub8,X,39,287,D,2726,69,0,0,1.95,prot
4ub8,I,38,314,A,2620,112,0,1,1.95,prot
4ud9,L,28,226,H,2036,129,0,0,1.12,prot
4udw,L,28,225,H,2015,131,0,0,1.16,prot
4ue7,L,28,224,H,2001,133,0,0,1.13,prot
4ue8,B,37,289,A,1319,180,0,1,1.1,prot
4ue9,B,36,288,A,1413,165,0,0,2.15,prot
4ued,B,35,272,A,1476,141,0,0,1.75,prot
4ueh,L,28,226,H,2009,134,0,0,1.16,prot
4uf1,B,22,172,A,1100,97,0,0,2.3,prot
